,Open,High,Low,Close,Volume
48,283.6199951171875,284.1300048828125,283.3800048828125,284.0899963378906,2571421
49,283.7300109863281,284.56500244140625,283.0,283.35009765625,5129353
50,283.3699951171875,284.6600036621094,283.2200012207031,284.1300048828125,3100630
51,284.125,285.8349914550781,284.0978088378906,285.7799987792969,3016503
52,285.760009765625,286.8500061035156,285.69000244140625,286.3399963378906,3046356
53,286.3500061035156,287.1769104003906,285.9700012207031,286.68011474609375,2134579
54,286.67999267578125,288.760009765625,286.5899963378906,288.6600036621094,2928676
55,288.67999267578125,288.82000732421875,287.56500244140625,288.2300109863281,4859660
56,286.5199890136719,288.2699890136719,285.239990234375,287.9200134277344,6136891
57,287.9150085449219,288.04998779296875,285.4800109863281,285.82000732421875,3283853
58,285.79998779296875,285.9849853515625,284.6050109863281,284.6700134277344,2709433
59,284.6600036621094,285.0487976074219,283.95001220703125,284.1700134277344,2349899
60,284.1499938964844,285.19000244140625,284.0899963378906,284.8800048828125,1869587
61,284.8599853515625,286.9700012207031,284.8299865722656,286.7900085449219,2655498
62,286.7900085449219,287.6000061035156,286.3500061035156,287.1300048828125,2736844
63,287.2300109863281,290.44989013671875,286.3299865722656,289.1300048828125,6876945
64,289.1499938964844,289.95989990234375,287.7699890136719,288.3381042480469,3774423
65,288.32000732421875,289.610107421875,287.82501220703125,288.55999755859375,2826199
66,288.5486145019531,288.6499938964844,287.7659912109375,288.0849914550781,1682810
67,288.07000732421875,288.4599914550781,286.79998779296875,286.8299865722656,1890642
68,286.8399963378906,287.2799987792969,285.6700134277344,285.739990234375,2616860
69,285.7300109863281,287.2799987792969,285.71148681640625,287.25,2303310
70,285.8500061035156,287.1499938964844,284.74200439453125,284.7650146484375,5090011
71,284.739990234375,285.2950134277344,283.30999755859375,283.7099914550781,3447298
72,283.7049865722656,284.3299865722656,282.9800109863281,283.1784973144531,2582512
73,283.19000244140625,283.6700134277344,282.9200134277344,283.3699951171875,1933724
74,283.3699035644531,284.5299987792969,283.3500061035156,283.8599853515625,1651527
75,283.82000732421875,284.5799865722656,283.6700134277344,283.8299865722656,2059017
76,283.8399963378906,284.7699890136719,283.8299865722656,284.3399963378906,2253114
77,283.2099914550781,284.67999267578125,282.0299987792969,283.8999938964844,4309587
78,283.8999938964844,285.2300109863281,282.75,285.0799865722656,2410573
79,285.0799865722656,288.3406982421875,284.9599914550781,288.07000732421875,3217853
80,288.0899963378906,289.1000061035156,287.75,288.84991455078125,2806137
81,288.8599853515625,291.07000732421875,288.70001220703125,290.360107421875,4355298
82,290.3599853515625,291.9800109863281,290.260009765625,291.55499267578125,3621894
83,291.5450134277344,292.0799865722656,290.92999267578125,291.57000732421875,4534771
84,289.2080078125,289.2799987792969,284.7099914550781,285.8900146484375,7095620
85,285.8999938964844,287.94000244140625,285.79998779296875,287.2300109863281,3042606
86,287.239990234375,287.94000244140625,285.92999267578125,286.7099914550781,2119533
87,286.7300109863281,288.91778564453125,286.69000244140625,288.75,2058361
88,288.7799987792969,289.0899963378906,288.07501220703125,288.7099914550781,1802251
89,288.7300109863281,289.6000061035156,288.4200134277344,288.69000244140625,2199430
90,288.70001220703125,289.3900146484375,288.44000244140625,289.3900146484375,2098678
91,285.75,285.9800109863281,282.70001220703125,283.1000061035156,7908721
92,283.1000061035156,283.3900146484375,282.010009765625,282.6300048828125,3953148
93,282.6199951171875,283.66839599609375,281.6400146484375,283.0899963378906,3216988
94,283.1000061035156,283.8399963378906,282.6700134277344,283.19158935546875,2139616
95,283.2049865722656,283.7699890136719,283.1099853515625,283.7300109863281,2247973
96,283.7300109863281,284.1700134277344,283.3399963378906,283.3900146484375,1943032
97,283.3900146484375,283.4659118652344,282.3800048828125,282.8699951171875,2986155
98,284.7900085449219,285.989013671875,281.9599914550781,285.7799987792969,6823180
99,285.7674865722656,286.04998779296875,283.0299987792969,284.44989013671875,3553301
100,284.45001220703125,285.6600036621094,284.1199951171875,285.239990234375,1787844
101,285.239990234375,286.7699890136719,285.0199890136719,286.6000061035156,1985880
102,286.6000061035156,287.010009765625,284.8599853515625,285.06988525390625,2658597
103,285.0199890136719,285.57000732421875,283.260009765625,283.55010986328125,3298199
104,283.57000732421875,284.5299987792969,282.9700012207031,283.5799865722656,3392598
105,283.5899963378906,287.9100036621094,283.1700134277344,287.7250061035156,5395958
106,287.75,288.19000244140625,287.07000732421875,287.8800048828125,2824848
107,287.8800048828125,287.8900146484375,287.0899963378906,287.7200012207031,1530971
108,287.7099914550781,288.510009765625,287.53009033203125,288.12908935546875,1707172
109,288.123291015625,288.85430908203125,287.8699951171875,288.6300048828125,2114882
110,288.6300048828125,289.4700012207031,288.25,289.30499267578125,2401981
111,289.30999755859375,289.8999938964844,288.8999938964844,289.8699951171875,3317521
112,287.0,288.4800109863281,285.82000732421875,286.0884094238281,4952228
113,286.07000732421875,287.30999755859375,285.4700012207031,286.3800048828125,2174514
114,286.3800048828125,286.8221130371094,285.22900390625,285.4800109863281,2030715
115,285.42999267578125,285.45001220703125,284.0,284.3349914550781,2448838
116,284.3399963378906,285.80999755859375,283.69000244140625,285.7799987792969,2427707
117,285.7699890136719,286.0398864746094,284.6199951171875,285.7099914550781,2043566
118,285.7200012207031,286.4200134277344,285.54998779296875,286.1700134277344,2407587
119,289.92999267578125,291.6000061035156,287.510009765625,287.70001220703125,6716706
120,287.7099914550781,288.42999267578125,287.1050109863281,287.6099853515625,2650795
121,287.6000061035156,287.6000061035156,286.1600036621094,286.7950134277344,2350724
122,286.7900085449219,287.3299865722656,286.6415100097656,286.9779052734375,1777917
123,286.9714050292969,287.2489929199219,286.42999267578125,286.94000244140625,1611569
124,286.92999267578125,288.0846862792969,286.8800048828125,287.9800109863281,2213230
125,287.9800109863281,288.8299865722656,287.79998779296875,288.7900085449219,2252436
126,290.54998779296875,291.7550048828125,287.0899963378906,287.4200134277344,5719982
127,287.42999267578125,288.0799865722656,287.010009765625,287.8677062988281,2422290
128,287.8900146484375,288.25,287.17999267578125,287.7699890136719,1730284
129,287.79998779296875,288.32000732421875,287.2200012207031,287.9599914550781,1358209
130,287.95001220703125,288.5299987792969,287.6199951171875,288.2699890136719,1854078
131,288.2699890136719,288.5400085449219,287.32000732421875,288.15008544921875,1623627
132,288.1449890136719,288.7099914550781,287.5400085449219,288.2699890136719,1792152
133,285.989990234375,286.9800109863281,284.5400085449219,285.7898864746094,4584407
134,285.7699890136719,287.5899963378906,285.5899963378906,287.4849853515625,2159551
135,287.45599365234375,288.80999755859375,287.1600036621094,288.54998779296875,2211403
136,288.55999755859375,289.04998779296875,287.9200134277344,288.4700012207031,1620501
137,288.4700012207031,288.92999267578125,287.989990234375,288.260009765625,1471185
138,288.25,288.739990234375,287.760009765625,288.3999938964844,1478117
139,288.3800048828125,288.6300048828125,288.04998779296875,288.42999267578125,1536606
140,285.25,287.7099914550781,285.1499938964844,287.1600036621094,5797796
141,287.17999267578125,287.659912109375,286.2699890136719,287.0899963378906,2134467
142,287.07000732421875,287.82000732421875,286.6199951171875,287.75,1713452
143,287.7449951171875,289.0299987792969,287.5799865722656,288.739990234375,1870241
144,288.75,288.8800048828125,286.6400146484375,286.7099914550781,2017243
145,286.7590026855469,287.0199890136719,285.0799865722656,285.19000244140625,3011550
146,285.20001220703125,286.2900085449219,285.1300048828125,286.1099853515625,2362200
147,285.010009765625,285.239990234375,283.060791015625,284.81500244140625,5841351
148,284.8299865722656,284.9798889160156,283.0799865722656,284.7300109863281,2774248
149,284.7300109863281,285.94000244140625,284.6300048828125,285.2200012207031,2109265
150,285.25,285.55999755859375,284.7900085449219,285.1099853515625,1769515
151,285.1199951171875,286.2699890136719,285.0899963378906,285.92999267578125,1780191
152,285.95001220703125,286.0799865722656,285.010009765625,285.7864990234375,1868808
153,285.7900085449219,285.9200134277344,285.05999755859375,285.760009765625,1856497
